h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02
401091073061004,16,5,9,2,8,4,4,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,7,1,0,13,0,1,0,0,2,12,4,1,4,4,2,9,7
401091073061005,11,3,4,4,4,6,1,0,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,1,2,1,9,1,0,0,0,1,9,2,1,3,3,1,5,6
401091073061006,15,3,8,4,5,7,3,0,0,1,3,0,2,1,1,0,1,0,0,0,1,0,4,1,0,0,0,12,1,2,0,0,0,14,1,3,3,5,1,10,5
401091073061007,27,6,14,7,6,11,10,0,1,0,3,3,1,3,1,0,4,0,1,1,2,1,4,0,2,0,0,18,7,0,2,0,0,24,3,1,11,5,4,14,13
401091073061012,6,2,3,1,1,3,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,5,1,2,1,1,0,4,2
401091073061013,80,20,46,14,29,38,13,0,4,0,3,11,3,11,0,1,3,3,2,0,9,2,15,1,6,5,1,59,13,5,1,0,2,70,10,9,22,19,10,46,34
401091073061017,9,2,4,3,1,5,3,0,0,0,0,2,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,7,0,1,0,0,1,6,3,1,2,2,2,7,2
401091073061019,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
401091073061023,21,8,10,3,8,10,3,0,1,0,0,2,0,6,1,0,0,1,0,1,1,0,5,0,2,0,1,13,1,1,3,0,3,21,0,1,6,5,1,10,11
401091073061024,46,12,21,13,13,23,10,0,0,0,2,3,1,4,5,0,4,1,1,0,8,0,4,1,9,1,2,40,4,1,1,0,0,41,5,5,8,7,14,21,25
401091073061025,7,3,4,0,0,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,5,2,0,0,0,0,5,2,2,0,1,1,6,1
401091073061026,27,6,16,5,10,8,9,0,2,1,0,3,2,3,0,0,2,0,1,0,2,1,4,0,2,1,3,19,4,0,4,0,0,22,5,4,4,8,5,19,8
401091073061027,11,3,6,2,1,6,4,0,1,0,0,4,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,9,0,1,1,0,0,10,1,1,2,3,2,8,3
401091073061029,34,8,18,8,11,16,7,0,1,0,6,1,1,4,3,0,0,0,0,0,4,5,1,0,3,1,4,27,2,4,0,0,1,27,7,3,6,12,5,19,15
401091073061030,14,3,5,6,6,6,2,0,0,0,1,2,0,1,0,0,0,0,1,0,3,3,1,1,1,0,0,12,1,1,0,0,0,13,1,3,2,4,2,8,6
401091073061031,17,9,5,3,5,9,3,0,0,0,1,3,1,3,1,0,0,0,0,0,2,1,2,1,2,0,0,13,3,0,1,0,0,15,2,0,6,0,2,6,11
401091073062000,25,5,14,6,5,15,5,0,0,1,2,2,2,2,0,0,1,0,0,1,3,2,3,1,3,2,0,11,10,0,0,0,4,19,6,2,9,6,3,15,10
401091073062001,11,2,6,3,5,4,2,0,0,0,1,0,0,0,0,1,1,0,0,1,1,2,1,0,1,1,1,5,5,1,0,0,0,9,2,2,3,2,2,4,7
401091073062002,102,18,56,28,27,52,23,0,3,1,5,6,7,14,3,1,4,2,4,2,11,8,13,2,7,4,5,69,24,4,3,0,2,91,11,15,31,25,13,55,47
401091073062004,9,2,7,0,2,7,0,0,1,0,1,2,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,7,2,0,0,0,0,8,1,4,1,1,1,5,4
401091073062005,12,4,2,6,2,6,4,0,1,1,0,1,1,1,0,0,0,0,2,0,1,1,0,1,0,0,2,11,1,0,0,0,0,9,3,3,3,1,1,6,6
401091073062006,6,1,5,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,4,0,2,0,0,0,5,1,1,2,2,0,0,6
401091073062007,19,4,12,3,4,10,5,0,0,0,0,2,0,3,1,0,0,0,1,0,6,0,3,0,2,1,0,14,4,1,0,0,0,19,0,1,8,5,1,13,6
401091073062009,46,14,26,6,17,20,9,0,0,0,3,4,1,4,0,4,0,0,2,0,4,3,10,2,7,0,2,14,27,0,3,0,2,43,3,3,7,12,10,28,18
401091073062010,61,20,25,16,24,27,10,0,0,0,7,3,1,8,0,0,0,0,2,1,6,6,5,2,15,2,3,27,31,0,3,0,0,57,4,6,11,14,10,37,24
401091073062011,9,2,7,0,3,4,2,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,9,0,0,0,0,0,8,1,0,1,4,2,8,1
401091073062012,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,1,1
401091073063000,23,2,17,4,7,14,2,0,1,0,0,4,2,6,1,0,0,0,0,0,1,0,5,1,2,0,0,18,5,0,0,0,0,22,1,5,7,6,3,13,10
401091073063001,48,16,22,10,16,25,7,0,1,0,2,2,6,5,0,0,0,1,0,2,10,3,6,2,4,1,3,20,24,3,1,0,0,43,5,11,10,7,4,26,22
401091073063002,22,5,16,1,4,13,5,0,0,0,4,2,1,6,1,0,0,1,0,0,5,1,0,0,0,0,1,8,13,0,1,0,0,21,1,3,9,3,2,14,8
401091073063003,16,3,4,9,6,5,5,0,2,0,2,3,0,1,1,0,1,0,1,0,2,2,0,0,0,0,1,9,4,2,0,0,1,13,3,5,2,2,4,11,5
401091073063004,111,27,63,21,36,57,18,0,4,2,2,11,8,11,8,0,7,1,2,0,8,8,21,1,9,1,7,43,57,4,2,0,5,94,17,15,30,25,14,47,64
401091073063005,30,9,18,3,8,15,7,0,0,0,2,3,2,5,3,0,2,0,0,0,3,2,5,0,3,0,0,14,13,0,0,0,3,19,11,3,8,6,4,18,12
401091073063006,13,3,6,4,4,9,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,3,1,0,3,0,0,7,2,4,0,0,0,5,8,3,5,2,0,5,8
401091073063007,5,2,1,2,2,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,1,2,3,1,1,0,1,3,2
401091073063008,17,3,10,4,4,8,5,0,0,0,1,3,2,0,2,0,0,0,0,0,3,1,4,0,0,1,0,11,5,1,0,0,0,12,5,4,3,6,1,9,8
401091073063009,40,13,24,3,14,19,7,0,1,0,3,3,2,6,2,0,3,0,1,0,4,1,3,1,9,1,0,11,26,2,0,0,1,34,6,9,6,11,1,22,18
401091073063010,34,6,20,8,9,16,9,0,0,0,2,3,1,7,1,0,1,2,1,1,6,1,3,0,2,2,1,13,18,1,1,0,1,33,1,4,8,11,5,23,11
401091073063012,16,3,12,1,2,12,2,0,0,0,1,3,0,2,1,0,1,0,1,1,2,2,2,0,0,0,0,9,7,0,0,0,0,15,1,2,5,3,3,10,6
401091073063013,29,7,20,2,9,17,3,0,0,0,0,2,0,4,0,0,1,1,3,1,5,0,6,2,3,0,1,9,18,0,0,0,2,24,5,6,7,3,6,11,18
401091073063014,57,13,34,10,16,29,12,0,2,0,5,5,1,9,3,0,2,0,3,0,6,2,2,1,11,2,3,33,17,5,0,0,2,52,5,4,9,25,6,33,24
401091073063015,16,6,7,3,4,9,3,0,2,0,1,0,3,2,0,0,0,0,1,1,2,1,1,0,2,0,0,15,0,0,0,0,1,13,3,2,3,3,2,10,6
401091073063016,9,3,6,0,1,8,0,0,0,0,0,0,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,1,4,5,4,0,1,1,4,5
401091073063017,5,1,2,2,2,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,2,1,1,3,2
401091073063018,20,5,9,6,3,10,7,0,0,0,0,3,1,5,0,0,1,0,0,0,4,1,3,0,1,0,1,17,1,0,1,0,1,19,1,3,3,5,4,10,10
401091073063019,23,6,10,7,5,12,6,0,0,0,2,4,3,2,1,0,0,1,2,0,1,0,2,0,2,1,2,17,1,4,0,0,1,21,2,3,8,1,5,13,10
401091073063020,8,3,4,1,3,1,4,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,7,1,0,0,0,0,8,0,1,2,0,2,6,2
401091074011000,199,55,110,34,73,84,42,1,1,0,10,15,11,28,3,2,4,2,7,3,17,16,23,7,28,9,12,80,97,7,5,0,10,181,18,25,44,47,28,93,106
401091074011001,51,15,31,5,15,21,15,0,0,0,4,4,3,3,5,0,2,0,2,0,6,3,9,3,3,1,3,16,34,0,1,0,0,47,4,7,15,8,6,30,21
401091074011002,37,9,24,4,9,22,6,0,0,0,0,3,3,9,1,0,0,1,2,0,4,2,7,0,3,1,1,19,15,1,0,0,2,33,4,5,12,7,4,14,23
401091074011003,19,2,12,5,5,8,6,0,0,0,1,2,1,1,0,0,2,0,2,0,1,3,1,0,3,0,2,5,9,0,5,0,0,19,0,2,6,8,1,7,12
401091074011004,25,6,17,2,10,11,4,0,1,0,1,3,1,0,1,0,0,0,1,0,4,2,5,0,4,0,2,9,12,3,0,0,1,20,5,6,9,2,2,13,12
401091074011005,60,13,36,11,26,22,12,0,4,1,2,6,0,7,2,2,3,1,1,0,6,7,6,1,9,1,1,37,21,0,0,0,2,55,5,3,13,20,11,28,32
401091074011006,36,8,21,7,9,18,9,0,0,0,0,5,1,10,0,0,1,0,2,1,2,2,5,0,2,1,4,6,23,0,5,0,2,36,0,4,11,11,2,15,21
401091074011007,66,16,38,12,23,34,9,0,2,0,3,2,1,9,3,1,0,0,1,1,6,6,17,0,6,4,4,24,37,3,2,0,0,57,9,6,17,17,10,31,35
401091074011008,38,7,21,10,8,22,8,0,0,0,0,6,2,3,4,0,3,1,1,1,2,2,9,0,3,0,1,15,19,1,3,0,0,37,1,4,10,11,6,21,17
401091074011009,46,9,33,4,12,22,12,0,0,0,1,7,1,6,2,2,1,3,2,1,7,2,5,1,3,1,1,21,23,0,0,0,2,37,9,10,10,10,7,22,24
401091074011010,23,3,13,7,7,7,9,0,0,1,1,2,2,3,0,2,0,1,1,0,2,2,3,0,2,0,1,10,13,0,0,0,0,23,0,1,8,6,5,9,14
401091074011011,26,7,11,8,6,14,6,0,0,0,1,1,1,2,0,0,0,1,2,0,4,2,6,1,2,1,2,10,14,1,1,0,0,25,1,2,7,8,2,9,17
401091074011012,45,14,23,8,17,18,10,0,1,0,1,5,3,8,2,1,0,0,3,1,4,2,6,2,4,2,0,22,20,0,3,0,0,45,0,7,9,10,5,19,26
401091074011013,18,5,12,1,5,11,2,0,0,0,0,1,0,1,0,1,1,0,1,2,1,2,2,0,3,1,2,8,9,0,0,0,1,16,2,2,3,5,3,7,11
401091074011014,39,9,21,9,11,16,12,0,1,0,2,3,2,2,0,2,0,1,4,0,3,5,1,0,8,0,5,16,20,1,1,0,1,35,4,3,15,7,5,22,17
401091074011015,52,9,33,10,14,20,18,0,0,1,0,4,4,8,1,3,1,0,3,0,4,5,7,3,3,0,5,23,22,0,2,0,5,47,5,4,19,12,8,24,28
401091074011016,45,11,23,11,9,27,9,0,2,0,1,4,2,5,0,1,2,1,3,2,3,2,2,1,6,3,5,18,20,0,3,0,4,40,5,3,11,9,11,16,29
401091074012000,14,4,7,3,2,6,6,0,0,0,0,1,1,1,1,1,0,0,1,0,2,1,3,0,1,0,1,9,2,2,0,0,1,14,0,0,1,5,4,6,8
401091074012001,119,31,70,18,33,53,33,0,2,1,3,7,3,15,4,3,4,1,5,1,14,7,19,2,15,6,7,59,50,4,4,0,2,115,4,13,31,26,18,57,62
401091074012002,5,3,2,0,3,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0,0,0,5,0,0,2,0,0,1,4
401091074012003,36,11,19,6,10,18,8,0,0,0,2,5,1,5,1,0,4,0,1,3,2,1,4,0,4,0,3,19,13,0,2,0,2,35,1,4,8,6,7,20,16
401091074012004,33,5,20,8,11,17,5,0,0,1,0,2,1,5,1,1,1,0,2,1,3,2,7,0,4,1,1,20,10,2,0,0,1,33,0,3,5,15,5,12,21
401091074012005,18,3,10,5,7,9,2,0,0,0,1,4,0,6,1,0,0,0,0,0,2,1,1,0,0,1,1,6,9,0,2,0,1,18,0,5,4,3,3,9,9
401091074012006,12,3,8,1,2,8,2,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,4,0,1,1,0,7,3,1,1,0,0,11,1,3,3,0,3,6,6
401091074012007,22,10,8,4,7,10,5,0,0,0,0,1,1,4,2,0,1,1,0,0,3,2,3,0,2,0,2,13,7,0,0,0,2,20,2,2,3,5,2,11,11
401091074012008,6,1,3,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,5,0,1,0,0,0,6,0,0,0,3,2,3,3
401091074012009,90,27,46,17,29,40,21,2,1,1,2,8,2,11,5,1,3,1,7,1,9,7,14,1,8,3,3,49,30,4,5,0,2,84,6,9,24,24,6,45,45
401091074012010,22,9,7,6,8,10,4,0,1,0,0,1,0,2,2,0,0,1,0,0,2,0,5,0,5,2,1,12,8,0,0,0,2,21,1,1,5,5,2,11,11
401091074012011,13,3,4,6,5,7,1,0,1,0,1,2,0,0,0,1,1,1,0,0,0,1,3,0,2,0,0,6,5,1,1,0,0,12,1,2,2,4,2,5,8
401091074012012,48,11,30,7,19,16,13,0,0,1,2,1,3,5,3,2,2,1,1,0,3,4,6,1,5,3,5,22,21,0,1,0,4,48,0,8,10,9,10,20,28
401091074012013,14,4,8,2,2,10,2,0,0,0,0,0,0,5,1,0,0,0,1,0,3,0,1,0,0,0,3,7,7,0,0,0,0,13,1,0,3,4,3,9,5
401091074013000,9,2,7,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,3,0,0,1,0,4,5,0,0,0,0,7,2,1,0,4,2,2,7
401091074013001,27,4,17,6,9,12,6,0,0,0,1,1,1,3,1,0,1,0,1,0,5,2,6,0,5,0,0,15,11,1,0,0,0,25,2,3,9,3,8,13,14
401091074013002,209,55,111,43,65,94,50,0,4,1,11,24,9,24,11,10,3,4,4,0,13,15,34,1,26,2,13,90,109,1,5,0,4,197,12,18,50,51,35,105,104
401091074013003,52,11,33,8,11,26,15,0,1,1,2,7,1,3,2,1,4,1,3,0,7,1,11,0,2,2,3,21,24,2,1,0,4,38,14,6,12,15,8,29,23
401091074013004,30,7,10,13,5,11,14,0,0,0,1,4,4,2,0,1,1,0,0,0,3,6,3,0,3,0,2,18,7,0,5,0,0,30,0,5,6,5,7,12,18
401091074013005,21,5,11,5,6,11,4,0,0,0,2,3,0,1,0,2,0,0,0,0,2,1,7,0,3,0,0,12,9,0,0,0,0,21,0,1,4,7,4,11,10
401091074013006,41,12,21,8,17,15,9,0,0,0,3,5,2,7,0,1,2,0,3,0,2,1,5,0,7,0,3,17,17,1,1,0,5,38,3,5,11,8,5,22,19
401091074013007,24,10,11,3,10,9,5,0,1,0,1,2,1,1,3,0,1,2,1,0,1,1,2,0,3,1,3,13,8,0,2,0,1,19,5,4,3,6,1,14,10
401091074013008,65,18,33,14,22,28,15,0,1,1,3,5,1,8,3,0,2,0,2,1,7,4,13,0,7,1,6,32,26,3,1,0,3,63,2,7,17,13,10,28,37
401091074013009,35,7,21,7,14,15,6,0,2,0,1,2,0,3,4,1,1,2,2,0,0,1,4,1,5,2,4,22,12,0,0,0,1,35,0,5,9,11,3,15,20
401091074013010,40,14,16,10,16,14,10,0,0,1,0,3,1,11,0,0,1,1,2,1,2,1,9,0,5,1,1,16,13,0,4,0,7,38,2,3,7,11,5,16,24
401091074013011,12,4,7,1,4,6,2,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,3,0,0,0,3,8,3,0,0,0,1,12,0,0,2,4,2,4,8
401091074013012,52,13,27,12,14,24,14,0,0,2,0,2,0,11,1,3,3,1,2,0,2,2,12,0,4,2,5,33,13,3,0,0,3,51,1,8,8,13,10,26,26
401091074013013,22,7,13,2,7,8,7,0,0,0,1,1,2,3,1,0,3,1,1,0,4,1,1,0,3,0,0,9,11,1,1,0,0,19,3,3,8,4,0,12,10
401091074013014,53,16,22,15,12,24,17,0,0,0,3,6,2,7,2,3,1,0,4,1,5,3,9,1,4,1,1,35,9,1,3,0,5,49,4,11,9,7,10,26,27
401091074013015,38,4,27,7,10,14,14,0,2,0,2,5,1,7,4,0,0,0,0,1,3,2,4,0,5,0,2,23,8,0,7,0,0,34,4,5,12,10,7,13,25
401091074013016,7,2,4,1,4,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,6,0,1,0,0,0,7,0,1,4,0,0,3,4
401091074013017,98,25,55,18,31,42,25,0,2,1,1,9,6,12,6,1,3,1,5,1,5,12,16,1,11,2,3,47,39,2,6,1,3,95,3,9,25,21,18,44,54
401091074013018,61,16,33,12,20,29,12,0,1,1,1,5,3,6,2,2,5,0,0,1,4,5,8,2,9,1,5,20,34,1,3,0,3,60,1,8,12,16,9,28,33
401091074013019,19,4,11,4,6,10,3,0,1,0,1,2,2,2,1,0,2,0,2,0,0,0,2,0,2,1,1,10,8,1,0,0,0,19,0,2,4,5,4,8,11
401091074014000,123,37,63,23,32,65,26,0,1,0,6,9,6,13,4,3,9,0,6,1,7,7,18,6,13,3,11,50,64,2,3,0,4,117,6,7,25,34,20,57,66
401091074014001,45,14,23,8,14,26,5,0,0,0,1,6,3,4,1,1,1,1,2,2,1,3,5,0,4,4,6,28,13,2,0,0,2,43,2,4,12,11,4,17,28
401091074014002,92,18,52,22,28,40,24,0,0,1,3,9,4,16,1,2,3,1,8,0,12,3,13,1,10,1,4,76,14,0,0,2,0,80,12,13,22,22,17,40,52
401091074014003,17,5,9,3,6,5,6,0,1,0,2,2,1,2,2,1,0,0,0,0,0,0,4,0,1,0,1,11,5,0,0,0,1,13,4,1,4,5,2,7,10
401091074014004,14,6,7,1,4,6,4,0,0,0,1,0,2,3,0,0,0,0,2,0,2,0,2,0,1,0,1,7,6,0,0,0,1,14,0,0,4,2,2,7,7
401091074014005,30,9,17,4,9,12,9,0,2,0,2,3,1,1,2,0,1,1,0,0,2,1,6,0,4,0,4,20,9,0,0,0,1,28,2,0,7,10,4,14,16
401091074014006,29,6,17,6,10,14,5,0,1,0,0,3,2,3,0,1,0,0,0,0,4,1,6,2,6,0,0,12,15,0,1,0,1,28,1,6,7,8,2,12,17
401091074014007,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,0,0,0,3,0,1,2
401091074014008,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
401091074014009,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,2
401091074014010,11,1,7,3,2,4,5,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,2,0,2,0,1,7,2,2,0,0,0,10,1,3,2,1,4,5,6
401091074014011,38,11,17,10,15,13,10,0,3,1,4,3,1,4,3,0,3,1,2,2,1,2,4,0,2,1,1,22,13,3,0,0,0,38,0,1,9,11,6,15,23
401091074014012,6,2,3,1,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,2,0,0,0,0,6,0,0,2,0,2,2,4
401091074014027,51,11,31,9,11,26,14,0,2,1,0,3,2,8,0,3,3,1,5,0,2,5,8,0,5,1,2,37,10,2,1,0,1,49,2,1,11,14,14,20,31
401091074014031,4,1,1,2,0,1,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,4,0,0,0,3,0,2,2
401091074031001,61,14,32,15,15,28,18,0,1,0,4,5,6,6,2,1,4,1,4,0,4,3,7,1,9,1,2,37,24,0,0,0,0,48,13,10,11,18,8,32,29
401091074031002,3,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,3,0,0,0,1,1,1,2
401091074031003,14,1,11,2,3,3,8,0,0,0,1,1,1,2,0,0,1,0,0,1,2,1,2,0,0,0,2,5,7,0,0,0,2,14,0,1,5,4,3,8,6
401091074031004,54,17,31,6,14,18,22,0,2,0,3,2,3,5,1,1,1,0,3,1,2,5,14,0,6,2,3,35,11,2,2,0,4,51,3,2,11,10,14,23,31
401091074031005,13,3,9,1,1,3,9,0,0,0,1,0,2,0,0,0,1,0,2,0,1,1,4,0,1,0,0,7,6,0,0,0,0,12,1,0,3,5,2,6,7
401091074031006,18,3,11,4,5,9,4,0,0,0,1,2,0,2,0,0,2,0,1,0,1,2,4,0,3,0,0,10,6,0,0,0,2,16,2,2,4,7,2,6,12
401091074031007,11,2,7,2,5,3,3,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,2,0,1,1,0,6,5,0,0,0,0,11,0,0,4,2,3,7,4
401091074031008,5,4,1,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,1,0,0,5,0,0,0,0,1,1,4
401091074031009,156,46,87,23,47,57,52,0,3,1,6,6,5,22,10,1,5,1,7,1,5,23,26,1,20,3,10,54,98,2,0,0,2,146,10,21,27,38,24,67,89
401091074031011,23,8,13,2,6,7,10,0,1,0,1,2,0,2,1,1,2,0,0,2,1,2,2,1,2,2,1,18,5,0,0,0,0,22,1,2,9,3,1,8,15
401091074031012,13,4,8,1,3,5,5,0,0,0,1,1,0,1,0,0,1,0,1,1,1,3,2,0,0,0,1,11,1,0,0,0,1,13,0,1,3,2,3,5,8
401091074031013,145,40,82,23,38,49,58,0,10,2,10,13,4,21,3,1,4,3,7,1,10,15,15,2,13,5,6,99,35,2,8,0,1,136,9,17,30,36,22,80,65
401091074031014,27,3,16,8,6,11,10,0,1,0,1,1,0,3,0,0,0,0,0,1,2,1,5,1,3,3,5,13,11,3,0,0,0,27,0,2,6,10,6,11,16
401091074031015,39,11,16,12,6,15,18,0,2,0,0,4,2,4,2,2,0,1,1,0,2,4,7,1,2,2,3,30,5,0,3,0,1,39,0,1,8,13,6,19,20
401091074031016,28,10,12,6,7,13,8,0,0,0,1,3,0,5,1,0,0,1,2,0,5,2,4,0,4,0,0,15,8,0,2,1,2,27,1,2,4,6,6,12,16
401091074031017,11,2,9,0,1,8,2,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,2,0,1,1,1,5,6,0,0,0,0,11,0,1,1,5,2,4,7
401091074031018,17,6,8,3,6,7,4,0,0,0,0,1,3,1,0,1,1,0,1,0,2,0,1,0,2,2,2,10,2,3,0,0,2,14,3,2,3,3,3,10,7
401091074031019,22,5,14,3,4,7,11,0,0,0,2,3,1,3,1,0,1,0,2,1,2,1,2,0,1,0,2,16,4,0,2,0,0,22,0,0,5,6,6,9,13
401091074031020,31,5,22,4,7,8,16,0,0,3,1,0,3,6,0,1,1,1,2,2,2,3,2,0,3,1,0,20,2,0,6,0,3,29,2,1,10,10,5,16,15
401091074031021,30,6,17,7,4,14,12,0,4,1,0,3,0,1,3,1,1,0,5,1,0,1,4,1,2,0,2,20,6,0,4,0,0,29,1,2,4,10,8,13,17
401091074031022,5,2,2,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,3,1,0,1,0,0,5,0,1,1,0,1,3,2
401091074031023,49,15,27,7,17,22,10,0,1,0,2,2,4,5,0,1,1,2,3,1,5,2,7,1,10,2,0,28,13,0,8,0,0,49,0,11,5,9,9,21,28
401091074031024,37,11,17,9,10,13,14,0,1,1,1,3,1,5,1,1,2,0,5,0,7,4,1,0,1,2,1,32,1,4,0,0,0,35,2,2,9,8,7,21,16
401091074031025,15,5,8,2,3,3,9,0,0,0,0,0,1,3,0,0,1,0,0,0,1,2,3,1,2,0,1,14,1,0,0,0,0,15,0,0,1,8,1,6,9
401091074031026,17,5,9,3,4,7,6,0,1,0,1,2,0,3,1,0,1,0,0,0,1,3,2,0,0,1,1,14,2,1,0,0,0,17,0,0,8,2,2,8,9
401091074031027,6,4,0,2,3,1,2,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,6,0,0,0,2,0,4,2
401091074031028,43,11,25,7,6,16,21,0,1,1,0,5,1,5,3,1,1,0,3,2,5,4,8,0,3,0,0,24,9,0,8,0,2,43,0,4,6,11,11,27,16
401091074031029,22,6,14,2,6,10,6,0,1,0,0,0,0,1,0,0,1,0,2,0,1,6,3,1,3,1,2,22,0,0,0,0,0,18,4,3,4,4,5,10,12
401091074031030,5,2,2,1,2,1,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,5,0,1,1,1,0,1,4
401091074032000,50,13,25,12,10,20,20,0,1,2,1,3,1,9,2,2,0,2,1,0,3,7,6,1,4,1,4,44,3,1,1,0,1,50,0,6,12,8,11,29,21
401091074032001,5,1,3,1,0,2,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,5,0,2,0,1,1,1,4
401091074032002,27,5,16,6,8,12,7,0,1,0,0,1,1,1,2,0,0,0,2,1,4,3,5,1,3,0,2,18,5,3,1,0,0,26,1,6,6,7,3,7,20
401091074032003,10,1,8,1,1,3,6,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,2,1,0,0,2,6,2,2,0,0,0,10,0,1,1,2,5,5,5
401091074032009,75,27,30,18,24,35,16,0,1,1,3,9,4,10,0,1,1,0,3,1,6,7,12,3,8,2,3,53,12,4,5,0,1,64,11,4,18,19,7,36,39
401091074032010,39,10,24,5,11,14,14,0,2,0,1,6,0,6,2,2,2,0,1,0,1,3,6,0,4,0,3,29,5,2,1,0,2,39,0,3,10,11,5,19,20
401091074032011,20,7,10,3,9,7,4,0,0,1,1,1,2,6,1,0,0,0,1,1,0,0,1,1,1,0,3,14,5,0,0,0,1,20,0,5,5,2,1,12,8
401091074032012,41,13,23,5,12,15,14,0,0,0,1,4,0,4,1,1,0,0,2,0,4,3,9,2,6,2,2,27,6,0,2,3,3,40,1,4,6,10,8,19,22
401091074032013,66,29,24,13,15,33,18,0,2,0,1,8,4,14,2,1,1,0,4,1,4,4,8,1,9,2,0,48,11,0,2,0,5,57,9,5,18,11,3,32,34
401091074032015,43,14,19,10,13,18,12,0,2,1,1,5,1,5,0,0,1,0,3,1,4,2,8,0,6,1,2,35,6,1,1,0,0,43,0,1,10,12,6,18,25
401091074032017,4,2,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,0,0,0,0,4,0,0,0,1,1,4,0
401091074032037,55,15,28,12,15,18,22,0,1,0,0,4,4,11,0,0,3,1,4,0,1,6,10,1,4,1,4,39,8,3,4,0,1,52,3,5,14,10,11,25,30
401091074033000,25,5,12,8,6,6,13,0,1,0,2,2,1,2,0,1,1,1,2,0,1,2,1,1,5,0,2,20,1,3,0,0,1,24,1,3,7,6,4,17,8
401091074033001,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
